userName,score,at,content
aqil haikal,1,2024-10-27 11:02:58,"Game kagak jelas ini, percuma kasih skin sekali nya main rank gw ketemu tim bagus, lu bikin hero skill nya kagak jelas semua , saran gw nih jangan di donwload ini game nanti lu + gila main ini game"
Pengguna Google,5,2024-10-27 11:01:26,"Game ini bagus sih tapi tolong moonton kasih aja kita menang gk usah kasih skin gratisan kami gk akan pindah ke moba lain kok, cuma satu tolong ilangin dark sisitem😓😓"
Pengguna Google,1,2024-10-27 10:49:39,Game apa ini percuma bagi bagi skin sistem push rank masih dark sistem jalan jalan ke kantor moonton ketemuan ama pemilik nya lebih baik kita keroyok dari pada sistem nya gk bener
Pengguna Google,5,2024-10-27 10:30:31,Jangan pernah downlod gem ini anda klo mau permainan anda bagus harus top up dulu baru permainan dan tim akan bagus .tapi klo belum top up.jangan harap .mau ke mitik.paling stak di legen ituh pun klo bsa.percya sma sya.lebih main gem honor lebih seruh asik lagi.ayo pada pindah gem sebelah
Pengguna Google,5,2024-10-27 10:29:11,"Game bagus,asik lagi,seru bgt pokok nya,hero bnyk,skin bnyk,bnyk event yg menarik,oh ya mlbb lagi collab kan ama ducati, event ny bagus, tpi jangan ngsih lawan yg kuat ama tim yg suka ngetroll,tapi mlbb bikin bosen menjadi tegang,pokok nya seru dehh"
Pengguna Google,4,2024-10-27 10:18:35,"Kasih lawan yang setara lah masak musuh jago jago tim gua gabisa main jadi tolong diperbaiki sistem nya, saya sudah capek Dapat tim gk bisa main yang serius lah kalo kasih Tim moonton kasih aku menang lah moonton males aku kalah terus yang serius lah kalo ngasih tim woi moonton ls gua"
Pengguna Google,1,2024-10-27 09:54:23,Semakin hari semakin di tinggal Player nya tidak ada perubahan makin tambah malas main mending games sebelah lebih detail dan pasti lebih mengasikkan dan menarik untuk di mainkan
Pengguna Google,4,2024-10-27 09:44:15,"Hallo, saya uzi saya disini ingin melaporkan ke developer mengenai jaringan gameplay di adven server, jaringan di adven server sangat jelek, ping suka UP terus tapi overal semuanya bagus sekarang sudah jarang ada bug didalam gameplay"
Pengguna Google,5,2024-10-27 09:43:47,"Wow , game ini ternyata sangat keren dari mulai grafik,map dll. Sebelumnya saya berfikir game ini biasa' saja tetapi setelah saya coba sangt keren... MANTAPP😻👍🏻👍🏻👍🏻👍🏻👍🏻..."
Pengguna Google,4,2024-10-27 09:35:52,Saya memberi bintang 4 karena ini game bagus tapi ada masalah nya yaitu bug yang Hero nya melayang 🙏🙏 terimakasih
Pengguna Google,1,2024-10-27 09:12:39,"Moonton gak asik,,, gak jelas mulu dapet tim, kalo bisa di Saring dulu lah Asem tim nya. Gw stres maen dapet tim begini terus kasih 1 bintang ajja Hapus aja game macam begini,, sinyal nya pun ngak pernah di benerin, selalu ngelag"
Pengguna Google,5,2024-10-27 09:05:26,"saya suka dg game ini, tapi pesan buat papa moonton jangan kebanyakan update, kalau saya ga masalah cuma kalau orang"" yg mohon maaf ya yang hp nya kurang bagus itu kasihan kalau kebanyakan update temen"" ku pada ngeluh soal kebanyakan update"
Pengguna Google,3,2024-10-27 09:00:21,"Sejak habis update patch Soyou makin aneh,Pakai wifi ga bisa login,padahal buka HOK lancar jaya,tolong diperbaiki,dan satu masalah lagi yaitu sistem matchmaking yang ga adil,kadang dikasih tim Legend,dan musuh mytich glory"
Pengguna Google,1,2024-10-27 09:00:06,"Game ga jelas puluhan match selalu tim gak seimbang selalu diberi tim yang gak bisa main milih draft pick sesuka sendiri ngetroll giliran tim musuh pasti selalu kompak, saya sebagai player solo capek dengan matchmaking sampah seperti ini"
Pengguna Google,4,2024-10-27 08:59:36,Sebenarnya game ini bagus aja cuman sistem matchmaking rank nya banyak dark sistem pas sola udh segitu aja saranku ngasih tim yang seimbang lah
Pengguna Google,1,2024-10-27 08:55:14,"5vs5 atau 1vs9? Kalo bisa langsung ban yang ngetroll Dapet tim sampah banget kek apa tau Popol hyper, vexana exp, ngasih tim yang bener kalian punya akal buat bikin game tapi gak punya akal buat ngasih tim"
Pengguna Google,1,2024-10-27 08:40:16,"Even banyak dark sistem pun makin banyak ,, sinyal bagus d bikin leg ,, kasih bintang satu itu jg gua g ikhlas . Saran gua tutup j gamenya . Game makin KY sampah busuk semua .."
Pengguna Google,4,2024-10-27 08:28:01,"Monton tolong lah buat sistem wr dioptimalkan lagi, masa saya kalah 2 kali wr dari 100% langsung 66% buset dah padahal kalau menang wr nambah gak seberapa dibandingkan pas kalah jadi nya agak badmood buat main jadi mohon lah kedepannya mau kalah atau menang di seimbangkan aja"
Pengguna Google,1,2024-10-27 08:12:34,"Sistem ga ngotak, masa 2 mm 1 gold 1 roam di biarin dan ga di rekom buat skip pertandingan, gaje bgt. ga rata, tim gamau ngalah n maju2 trs, meanwhile lawan timnya op semua."
Pengguna Google,2,2024-10-27 08:07:33,"Tambah update tambah kagak jelas, perbaiki matching lah bosen lama lama main ni game dah gitu dapet tim gk imbang, tim gak imbang masa epic lawan imortal mikir lah"
Pengguna Google,1,2024-10-27 08:02:33,"game sampah!!!! kenapa harus lag di dalam game!!! sinyal di HP stabil pas main malah gerak"" karuan te puguh, sampah!!! tolong woy perbaikannya dalam masalah sinyal!!!"
Pengguna Google,1,2024-10-27 07:59:40,"Game ampas matchmaking ga guna, hero nya tidak adil antara mage mm dan juga fighter, sudah lah ampas chat nya ga teratur bahasa nya, game rusak"
Pengguna Google,2,2024-10-27 07:52:21,"Mau tau knp ak ksih bintang 2 karnaim montod in aneh klo ngasih tim di tim gw berasa epic semua tpi klo di tim musuh pda imortal sma glory anying dan knp klo kita itu mau naik rank knp harus ad ujian mulu dapat drak sistem kek tim trol ,hero power kita mlh di band lh in montod mau bikin player ny main trus kh knp di kasih drak sistem mulu nd pernah di kasih tim bagus kek jdi mohon montod di perbaikin sistem ny klo bisa yg player epic itu di sama in aj jdi di tim kita player epic di tim musuh jg"
Pengguna Google,1,2024-10-27 07:38:47,"Untuk moonton saya salah satu player mobile legend bang bang tolong adil dengan player player saya lelah meluangkan waktu untuk main game ini tapi hanya mendapatkan kekecewaan, akhirnya saya menyerah dan memutuskan untuk main di honor of Kings game sebelah"
Pengguna Google,1,2024-10-27 07:36:59,"fitur peningkatan jaringan gk guna, padahal jaringan kuota saya sudah bagus, wifi lancar banget karena gk ada yang pake, ehh in game nya full merah, tolong benerin lagi dong jaringan in game nya, dari dulu sampe sekarang gk berubah ubah ini peningkatan jaringan"
Pengguna Google,1,2024-10-27 07:27:41,Game nya membuat saya kesel saat saya bermain selalu ajah error padahal wifi saya sudah bagus game macam apaan ni kaga ada guna nya buat bermain saya jelas kan kalau saya saat bermain jangan bikin error tau kah???kenapa saya kasih nilai 1 bintang karna dia selalu error terus bikin kesel lah saya
Pengguna Google,1,2024-10-27 07:18:47,"kalian jangan main deh saran gua, gini ya MOBILE LAGEND INI game yang gak ngotak, ya emang game nya seru tapi pemain tim kita selalu diberi yang buta map oleh MOONTON YANG TERHORMAT, jadi saran ini game ngebuat sakit hati sumpah"
Pengguna Google,1,2024-10-27 07:16:46,Di kasih tim drak sytim gini mau nyaingin honor of king lol gk guna skin gratis kalo gak dapat yang diinginkan aku frustasi main game ini kalah mulu main mobil legend bang bang kalo mau nyaingin senengin dulu pemainya jangan dikasih drak sistem mulu kalo gini ya kabur pemainya semua sekali main dikasih tim ngetroll
Pengguna Google,1,2024-10-27 07:06:47,"Tolong lah ya kalo membagi tim di pemain solo itu yang merata jangan satu tim isonya yang bisa jungler doang,sulit,katanya kerjasama tim,tpi klo timnya gitu sulit,,tolong bgt diperbaiki lagi"
Pengguna Google,1,2024-10-27 06:54:57,Saya benci game ini karena sering di berikan tim yang tidak adil dalam pangkat yang berbeda mohon lebih teliti lagi dalam memberikan tim yang pantas dan pangkat yang sama (mending main HONOR OF KING)
Pengguna Google,1,2024-10-27 06:54:25,"Sekarang tanggal 27-10-2024 setelah update beberapa waktu lalu, game selalu mengalami bug di bagian jaringan, selalu saja mendapatkan pink diatas 90. Tolong perbaiki ini."
Pengguna Google,1,2024-10-27 06:52:33,Game ini bagus tetapi pemain yang rata rata lebih hebat dan tim yang tidak di inginkan dan tidak cocok/seimbang dan musuh yang terlalu kuat/jago Saya mohon agar sesuaikan tim dan lawan dengan kemahiran/skill masing masing
pepi rosdiana,1,2024-10-27 06:50:19,"Terlalu banyak dark sistem, permainan tidak seimbang, selalu dikasih tim yang pekok, bintang 1 pokoknya kecewa berat parah 👎"
Pengguna Google,1,2024-10-27 06:46:15,"ML kasih team yang bener dong,, team nya ga pernah jelas gimana si *edit Sekalinya lose streak pasti bakal lose streak mulu mau di brawl,klasik,dan rank,, percuma bagi bagi skin doang tapi nggak mau bagi team yang bagus..."
Pengguna Google,1,2024-10-27 06:45:54,"Sangat tidak menyenangkan. Karena saya selalu bertemu lawan darksystem saat bermain di semua mode membuat saya prustasi, saya hanya ingin bermain lebih aman"
Pengguna Google,4,2024-10-27 06:30:11,Saya sebagai pemain game di mobile legend.saya pas mau top up diwarung depan rumah saya.pas udah masuk kok yang masuk cuman 100 diamond? Kan saya belinya 290 diamond.lah ini kok cuman 100? Apa ada kesalahan dari tempatnya atau gamenya ? Saya bingung.ini pertama kali terjadi loh.kemarin saya top up 200 diamond juga masih masuk 200 kok.lah yang ini masuk nya cuman 100 ? Saya cuman bertanya.kalo benar kesalahan dari gamenya.tolong developernya diperbaiki ya.
Pengguna Google,1,2024-10-27 06:25:14,Banyak orang setres yang main tim kita ga bisa main semua ga tau roll sesuka mereka main nya wadehh gw player lama main lagi pake akun baru wadeh tim nya gajelas semua perbaiki tolong monton
Pengguna Google,2,2024-10-27 06:17:27,"Untuk grafik, hero, kualitas itu udah bagus banget, tapi keseimbangan matchmaking nya tlong disesuaikan dong, ntah kenapa ketika tim yang ga kompak ketemu musuh setara leaderboard, ini ga setara min!!, kami cuma mau naikin rank ke tier yang tinggi aja ketemu player yang skillnya rendahan, tlong juga jaringan di lancarkan!!!, buka aplikasi seperti tiktok dan youtube itu lancar bisa 720p, ini kualitas nya udh sedang/rendah bisa-bisanya lag???, di game berat aja lancar fpsnya, tolong ya minn!!!!!"
Pengguna Google,1,2024-10-27 06:01:33,"Sistem match making sampah ga ada perbaikan, ga jelas dapat tim BOT terus, nyesal top up di game ini ga ada gunanya, minimal kalau udah LS beberapa sistem match making berubah, ga gitu gitu aja monoton niat main game buat hilang stres malah makin stres."
Pengguna Google,2,2024-10-27 05:50:46,"soal grafik memang bagus, tapi. saat bermain g ada sama sekali keadilan moonton!. game sampah, menang sekali kalah berkali kali, game macam apa ini!?, bermain game buat lebih santai ini malah bikin emosi, baca ini moontod!. kalo bisa ngelaporin gem gw laporin sekarang juga nih game"
Pengguna Google,5,2024-10-27 05:50:08,Aku ada sedikit pertanyaan main ML si enak tapi ada sedikit masalah adalah tim lawan dan tim kita terkadang tim lawan lebih pada jago jadi tolong berikan lawan yang mudah👍
Pengguna Google,5,2024-10-27 05:42:59,Game ini seru tapi lawannya terlalu jago banget tolong monton game nya GK ada tim gw drak sistem tolong perbaiki dan game drak sistem Mobile Legends burik malah tim gwa drak siatem Monton burik
Pengguna Google,5,2024-10-27 05:39:35,"Its okay lah , game nya bagus bintang 100 , Tpi klo soal ganti akun tuh kek mana , ak udh nyoba dri yt , tt , tapi ttp ga bisa dan sulit dimengerti dan sy berharap Moonton mengisi fitur ganti akun , seperti ff , jdi klo mau main ml , sy bth hp baru , tolong diisikan fitur ganti akun , klo udh ad nnti bintang 5 lah🙏🤗"
Pengguna Google,1,2024-10-27 05:38:07,"minimal klo ngasih tim itu yg bnr lah monton, masa udh 3 Minggu g main renk sekalinya main di kasih losetrek, itu pun losetrek berturut2, klo ngasih tim yg bener lah, gw juga mau glory"
Pengguna Google,1,2024-10-27 05:23:23,males dapat tim gak adil dan dark sistemnya banyak.kalau mau ke musik pasti gak bisa susah monton nihgak jelas. ayak gak mau main lagi dah .meles jaringannya ngelek gak jelas kan susah kalo jaringannya ngelek kayak gini susah kalo bisa bugnya diilangin aja dan yang cepat di banner secara cepat monton. biar enak
Pengguna Google,1,2024-10-27 05:14:10,"Maaf ya moonton aku kasih bintang 1,karna saya tidak bisa masuk dalam game nya dengan alasan nya jaringan buruk,padahal sudah disambung wifi+jaringan seluler tapi tetap aja tidak bisa masuk"
Pengguna Google,1,2024-10-27 05:06:57,Game gajelas aneh banyak bug nya contoh pas gw main awalnya gk ngelag jaringan juga aman gk lag tapi tiba tiba pas udah akhiran pasti tiba tiba aj lag gajelas gk bisa digerakin padahal hp sama signal nya bagus entah kenapa mending HOK aj sekalian yang lebih hd sama adil gk kaya Mobile Legend rating 1 dah gak sesuai game nya
Pengguna Google,5,2024-10-27 04:58:06,"Game gj ngasih tim ngak jelas terus giliran tim musuh jago"" Tolong lah @Monton dengerin player lu dari pada player lu nanti pindah ke game se belah mangkanya perbaiki sistem Mach making lu sama satu lagi pas di dalem game kenapa tiba"" ngelek padahal jaringan gua bagus ayo lah @Monton perbaiki semuanya"
Pengguna Google,3,2024-10-27 04:53:40,"Kadang suka lag sendiri, padahal sinyal lancar Match juga kadang gak imbang (ga adil) Tolong ya moonton diperbaiki Selebihnya udah bagus"
Pengguna Google,1,2024-10-27 04:52:39,"Game ampas ngasih tim kagak pernah bener. APUS aja APUS lah. Udh lah sinyal kaga pernah bener,kalo mati ijo pas idup merah, jmbot."
Pengguna Google,1,2024-10-27 04:50:20,"Seumur umur saya main ini game nemu lawan Jago dan hebat banget bahkan dapetin 1 bintang aja harus hard game banget, Bikin emosi iya bikin darah tinggi juga iya, karna apa? karna Kita dapat tim skill nya dibawah kita semua kebanyakan sedangkan lawan skill nya sudah seperti PRO PLAYER bahkan ada yg pakai jasa Joki yang meresahkan player untuk push rank, Moonton tolong deh ya akun hasil jokian diban aja deh bikin susah yg serius main."
Pengguna Google,1,2024-10-27 04:39:28,Game nya g support di Helio G99 jaringan leg tolonglah developer nya perbaiki masalah jaringan Masalahnya cmn di jaringan sinyalnya hijau TPI leg parah sepertinya cukup d sini kami para user ml mundur diri ke game sebelah
Pengguna Google,1,2024-10-27 04:37:52,"Game jelek!!! Pembagian tim nya gak seimbang, setiap hari ketemunya dark system, main 24 jam yg nambah cuma 1 bintang, matchmaking nya lama, sekali nya dapat nabrak abang abang imo"
Pengguna Google,1,2024-10-27 04:36:28,"tolong lah montoon beri saya musuh yang seimbang, jangan berikan saya musuh yang terlalu kuat dan team yang ada dark sistem nya kalau terulang lagi saya akan berhenti bermain game ini, developer gk jelas"
Pengguna Google,1,2024-10-27 04:36:27,"bisa bisanya room mythic ketemu sama orang yang gada ranknya, sistem macam apa ini... Bingkai loadingnya pun tidak ada, bagaimana bisa seburuk itu sistem matching di game ini?"
Pengguna Google,3,2024-10-27 03:59:38,"Untuk game sudah bagus dari segi tampilan, skin, map game dan event event yang cukup menarik, kendala nya di game ini hanya tidak adilkarena tim musuh jago tim sendiri ytta"
Pengguna Google,3,2024-10-27 03:47:43,"Saya mengalami beberapa masalah, dari sinyal lag, sampai perbedaan rank dan kemampuan bermain player di mobile legend yang membuat saya semakin stress akibat masalah tersebut._/\_"
Pengguna Google,1,2024-10-27 03:47:25,"Woiii monoton minimal buat game yang bener dikit lah main rank, classic tim dari sistem semua ada yang 4 coklat maksudnya apaan???, kasih skin bisa ngasih tim kagak bisa, gameBURIK yang sebenarnya bukan lah FF melainkan Mobile legends"
Pengguna Google,3,2024-10-27 03:46:22,"seru sih gameny. tpi minimal tim ny jgn dikasih yg dark sistem mulu, kasih yg seimbang. saya main tim bgs tpi sinyalnya mlh jelek, giliran sinyal bgs dikasih tim yg jelek. ngotak dikit klo mau ngasih tim"
Pengguna Google,5,2024-10-27 03:45:54,"Lumayan bagus game nya tapi tolong dark sistem menjadi sedikit agar game nya asik. Dan,seru untuk di mainkan"
Pengguna Google,1,2024-10-27 03:40:38,"Lelah banget main mobile legend sekarang. Menang 1 kali, lose streak. Begitu terus ... Naik 1 bintang turung 3 bintang...selalu berulang. Mungkin system moonton yang udah tidak beres"
Pengguna Google,5,2024-10-27 03:19:03,"Game ini baguss bangett, kalian wajib download game ini... Kalian dapat teman yang menyenangkan dalam game ini,, terlebih lagi playernya sangat ramah di in game pokoknya the best lahh👍👍🗿🗿"
Pengguna Google,5,2024-10-27 03:04:28,Tolong Untuk ukuran aplikasi jangan terlalu besar Di Hp saya sudah menyentuh 6GB dan membuat gameplay saya sedikit lag Jadi tolong di kendalikan untuk ukuran App nya
Pengguna Google,1,2024-10-27 02:47:55,"Cuma sekedr saran, di mohn kpada yg terhormat (moonton) tolng berikan sanksi berat pada player yg ngetrol. Cranya liht hasil match Rank kalau dia dapat coklat turnkan kredit skornya min 10 biar gak bisa main d Rank , kalau masih blajar jangn main d rank blajr dlu d clasic sampai bisa. Kita main game buat hiburn bukn nambh setres gara2 player yg sok jago yg gak sadar diri kalau dirinya gk becus main. Kalau bisa main gak akn dapt coklat.Tolng d perhatikan biar room rank gak d isi bocil2 kmatian."
Pengguna Google,1,2024-10-27 02:33:49,Match making nya yg bener lah moonton masa team musuh player smua di team gw ada yg bot yg bener napa hbis di cek profilnya no skin match-nya masih 0 apa²an benerin lagi match making nya bby
Pengguna Google,5,2024-10-27 02:19:32,"Bagus, keren dan aku suka. Cuma kadang suka nge lag waktu di tengah-tengah permainan, semoga dapat di tingkatkan lagi"
Pengguna Google,4,2024-10-27 02:15:24,Please Maksimalkan Skin yang tidak di miliki Terlihat Semua di Kalangan ponsel Ram 2 . Cukup terlihat di dalam pertandingan saja. Efek nya sih boleh di kurangin. Itu aja pesan dari saya. sekian terima kasih.
Pengguna Google,1,2024-10-27 02:02:05,"gw minta tolong buat moonton fix sistem matchmaking, kita para player gabutuh skin gratis, ini masalah serius buat moonton. kalo belum di fix sampe season depan fix saya bakalan pindah game"
Arbi Hidayat,1,2024-10-27 01:59:03,"game gj,sistem tim yg sangat aneh , saya lgi main rank trus rank tertinggi saya honor dan saya menemui musuh yang imortal dan tim saya rank nya masih pada mytic mawi, hadeuh"
Pengguna Google,4,2024-10-27 01:56:46,Gamenya bagus bisa di buat main offline tapi yang ga ku sukai ya los streak aku pengen win streak tapi ga tau aku pengen sampe ke mythical honor tapi malah kalah kapan aku di kasih untuk mencapai itu?
Pengguna Google,3,2024-10-27 01:45:21,dark sistem nya banyak sekali kalok bisa di perbaiki sistem match/ pertandingan nya kalok tidak pindah game sebelah dan tolong saat pertandingan tidak ada perebutan role karena saya main beberapa kali kalah trs dan pemain nya ego nya tinggi² game nya bagus tapi tolong di perbaiki sistem match/ pertandingan agar tidak nabrak rank tinggi dan sesuaikan skill musuh sama dengan tim kami
Pengguna Google,5,2024-10-27 01:35:30,"Udh bagus sih moonton, mana aku jga udh lama main ini game cuman kurangin bug bug gak jelas, sama sinyal jangan terlalu menganggu. padahal sinyal hijau loh 😁🔥👍🔥"
Pengguna Google,4,2024-10-27 01:35:29,"gilaaaaaa bagus bangettt game nya, saking bagus nya naik legend 1 bintang di ilangin naik lagi ilang lagi naik lagi ilang lagi sampe balik epik lo aku muntun🤚 kasi tim yg bener la eek, sekalinya bener musuh nya kek pemain mcl, guwendeng guwendeng"
Pengguna Google,5,2024-10-27 01:32:01,saya main game ini dari 2017 dan saya sangat bersemangat jika bermain game ini tapi tolong muntunn saya mau mitik jadi jangan kirim dark sistem teruss
Pengguna Google,1,2024-10-27 01:01:30,game ini tidak di sarankan untuk di download karena membuat stress mengapa dikarenakan lawan yang tidak seimbang dan tim yang terlalu tidak mau bekerja samaa tidak di sarankan untuk mendownloada!!!ame ini mending download games free fire karena di game tersebut adill
Pengguna Google,4,2024-10-27 00:59:51,"bagus si, musuhnya juga gak terlalu kuat.. tapi kenapa setiap mau nyerang+musuhnya udah di depan selalu macet, lag, tapi kalo gak ada musuh.. cuma lg clear minion gak macet, mesti selalu gitu.. emg knp kok bs gtu..?"
Pengguna Google,1,2024-10-27 00:46:32,"Sistem matchnya sampah banget, lost streak terus, rank jdi gk naik-naik, dapat lawan hebat-hebat terus, tim banyak yang blunder. Tolong moonton perbaiki sistemnya jangan hanya update skin sama hero terus tapi sistemnya sampah"
Pengguna Google,1,2024-10-27 00:44:05,"Ini game ngapa kok banyak bug asu, pas gw lagi main fanny tiba tiba game nge freez gak bisa di apa apain, padahal HP gw gak ngelag sama sekali, tolong di perbaiki, moontod"
Pengguna Google,3,2024-10-27 00:41:18,Mohon maaf ya yang buat aplikasi ml ini Maaf banget kenapa ya setiap aku main pasti ada kemunculan kayak peraturan/pengingat di aplikasinya biasanya orang² main kok ga muncul peraturan gitu apa lagi harus nunggu 24jam loh itu baru boleh main lagi kan ga adil udah nge bug juga tapi lumayan ya yg suka game nya Cuma aku ga suka sama kalau mau main lagi harus nunggu 24jm baru boleh main sih ngeselin banget
Pengguna Google,1,2024-10-27 00:27:39,Saya suda bertahun2 main ini game nah ini makin kesini makin aneh jaringan tiba2 ilang sendiri padahl jaringan aku baik2 aja kayak semlm main jringan ilang sendiri padahal koneksi aku bagus pas masuk saya main dan afk malah hilang credit scor tolong lah monton liat2 dulu klw mau ngambil credit scor
Pengguna Google,5,2024-10-27 00:20:26,"Anjjjj lu moonton, kesel banget gw pas main tiba² hilang jaringannya/ lagg lama banget, padahal ping nya hijau masih aja lagg, gimana sih 😾😾"
Pengguna Google,3,2024-10-27 00:18:55,Moonton yang terhormat aku mau tanya kenapa skin venom ada 6 padahal biasanya sin kelompok ada pas 5 ini kok 6 dan plis kasih musuh dan tim yang sepadan musuh jago tim beban gimana mau menang kalo gini moonton paham sama mulai nya lama bener padahal banyak yang main tolong di benar kan ya
Pengguna Google,2,2024-10-27 00:18:40,"Bagus sih bagus tapi kenapa selalu dikasi tim bot sih , dah direla relain main terus tapi hasilnya juga sama , bisa diperbaiki g sih padahal dah update tapi malah jadi aneh , masa lawan mm 3 menang dan disisi lain tim ku seimbang bngt tapi malah kalah , kecewa"
Pengguna Google,2,2024-10-26 23:56:35,"di tinggal bentar udah di kira afk aja, padahal masi di dalam game afk nya ga lama pula, aneh, system afk nya mending di kembaliin ke dulu lagi, terima kasih montoon, mohon maaf sebelumnya"
Pengguna Google,1,2024-10-26 23:32:39,"Tolong moonton lebih pro dalam menilai orang, kita player asli capek kalo ketemu player yang sengaja atau main asal²an. Tolong yang mendapatkan bronze dipertandingan dikurangin lah kredit skornya, jangan cuma meninjau tapi tidak ada kelanjutannya. Bikin game ini nyaman bagi player² setia moonton."
Pengguna Google,5,2024-10-26 23:32:32,Game paling bagus walau kadang kadang dapet tim bego sih tapi masih tetep bagus karna ml dari dulu aku kecil udah nemenin aku sampai sekarang jadi aku sangat suka game ini dan sekarang even udah bagus semua mulai dari skin geratis diamond kuning dll aku minta kedepannya ini game makin banyak penggemarnya
Pengguna Google,4,2024-10-26 23:28:07,Sering ngelak sekarang Malah kena afk terus bp ku kurang banyak ngk bisa main rank Sebenarnya sedikit saran kalok di classik jangan ada hukuman lah kan buat ngelatih sekil biar enak pas rank
Pengguna Google,1,2024-10-26 23:14:05,"Game sangat tidak adil dari segi match making, dari setiap update match makingnya tetap sama dapat team yang bot,baru belajar hero sampai yang gak bisa main. tetapi pas liat musuhnya ada yang mantan honor,glory,dan immortal Banyak player sudah kecewa dengan system ini Tolong moonton keseimbangan system match makingnya diperbaiki lagi"
Pengguna Google,1,2024-10-26 23:11:56,"ML skrg udh gk kyk dulu lg selalu aja ketemu team lawan yg terlalu over kill/darksistem apalagi klw main di mode rank, classic pun skrg juga sama tolong lah moonton kasih team lawan tuh yg seimbang/sesuai dgn kemampuan kami dan tolong jgn terlalu sering ngasih team lawan yg terlalu overkill"
Pengguna Google,2,2024-10-26 23:08:24,Tolong di perbaiki gw nge chat yang ngak aneh aneh dilanggar dan itu gua terkembali sedikit aja tiba tiba langsung AFK game aneh tolong monton di perbaiki gw nggak bisa Main karna hp gw ngak mampu terkembali terlihat tulisan monton pas sudah Main tiba tiba langsung AFK nggak jelas memang game aneh
Pengguna Google,2,2024-10-26 22:57:08,"Sistem matchmaking nya gk jelas, ketemu player yg cuma bisa satu hero mulu, player ngetrol, player jawa, dan spesies² lainnya"
Pengguna Google,1,2024-10-26 22:42:04,"Jangan donwload game ini, game ini sangat egois tidak mau pemain nya naik rank dengan mudah, saya sudah mengclaim protecion rank tapi saya main terus kalah protecion nya gak berguna jangan donwload game ini banyak bug nya kikir pelit"
Pengguna Google,5,2024-10-26 22:30:47,"Game yang sangat seru dan menyenangkan. Ada banyak jenis mode yang dapat dimainkan 😍, dan ada banyak hero yang tersedia 👌✅. Tetapi, saya masih sering menemukan 🔍👀❗adanya player yang berbicara kotor ( toxic ) semoga ini bisa lebih dioptimalkan 🙏."
Pengguna Google,1,2024-10-26 22:12:38,apaan ini pas habis paket langsung aku isi kuota game pakek axis tapi menghubungkan ulang jika anda masih bermasalah segera hubungi costumer service itu gimana sih maksud nya afk gara2 ginian habis paket setelah diisi gal bisa masuk ke in game kalo bisa masuk loading nya lama banget sampah
Pengguna Google,1,2024-10-26 21:51:33,Habis menang 5kali lasung kalah 10 kali saran jangan senang dulu itu game emosi yang buat ngak benar musuh nya mitik temen legend memang gitu permainannya. Game jelek
Pengguna Google,1,2024-10-26 21:22:46,"ayo semuanya main game ini, mainlah sampai kalian menyadari bahwa dalam sistem game ini telah diatur kapan kita akan menang dan kapan kita akan kalah semangat pejuang solo saya pemain lama telah pindah ke game lain"
Pengguna Google,1,2024-10-26 20:48:22,"tolong untuk developer, untuk di pertemukan dengan tim yang setara, perbaiki sistem match, tolong moonton"
Pengguna Google,1,2024-10-26 20:11:47,"Mach making sampah perbedaan tim lawan sama tim kita jauh bngt, udah gtu jaringan sinyal bagus setanil ping bagus tiba-tiba berenti menyambungkan ulang apaan bgtu. Sering ketemu tim ngtroll pula. Anehhhh"
Pengguna Google,5,2024-10-26 20:06:21,"woi moonton tolong lah ini match making dibenerin gw maen sama tim yang kga mau ngalah, dikasih nya musuh yang kompak kan jadi berat sebelah yak moonton tolong lah gw cape dari siang maen naek 1 bintang pun ngga moonton 😮‍💨😮‍💨😮‍💨"
Pengguna Google,1,2024-10-26 19:59:13,"Masih dalam situasi yang sama. Sempat vakum 2 season, Bagaimana sistem anda bekerja memilihkan teman 1 team.. Sangat aneh.. Sistem sangat parah tidak jelas.."
Pengguna Google,1,2024-10-26 19:23:37,Semakin kesini sistem mach nya smakin parah. Kok bisa lose nya dri mtik 12 ke epic. Tolong monton darksistem ya. Kalo anda tidak ingin orang² pindah game sebelah tlong ya montoon. Tolong. Darksistem yang sperti anda nya di hapus
Pengguna Google,4,2024-10-26 18:45:56,bintang 4 aja gatau kenapa dapet tim sampah terus cape ngegendong tapi ujung ujung nya tetep kalah udah ngecarry awal game tapi tetep kalah kan susah emang gajelas keseimbangan di game ini
Pengguna Google,1,2024-10-26 18:40:30,Kebanyakan darksistem . Bukan dari player aja. Dari sinyal juga bisa. Tolonglah mooton jngan kebanyakan dark sistem
Pengguna Google,4,2024-10-26 18:01:16,"Saya mengucapkan terimakasih kepada moonton, karna moonton belum memperbaiki matcmakingnya, kita sebagai player solo sering dapat lawan yg keras2 sedangkan tim sendiri kebanyakan bott, sekali lagi terimakasih moonton"
Pengguna Google,1,2024-10-26 17:27:45,"Pengalaman bermain saya sangat buruk, dimana saat match banyak player yang terlalu gegabah memilih membuat pengalaman bermain buruk, tim yang selalu saja memiliki performa buruk sedangkan lawan memiliki performa yang bagus.Saya harap moonton memerhatikan beberapa pemain yang performa baik dan rendah agar permainan seimbah sekian dari saya"
Pengguna Google,1,2024-10-26 17:21:37,"DARK SISTEMNYA WOII makin parah,Ini sistem gamenya gimana sih? selalu dapat tim yang nggak seimbang,jaringan bagus tiba-tiba nge freeze, kapan bisa naik rank nya kalau dapat darksistem terus , mending ke game sebelah aja"
